,Unnamed: 0,tool,coverage,coverage_threshold,strand_bias_threshold,gaps_threshold,step_GT,error_rate,nb_of_correct_calls,nb_of_total_calls,recalls_wrt_truth_probes,nbs_of_truth_probes_found,nbs_of_truth_probes_in_total,recalls_wrt_variants_where_all_allele_seqs_were_found,recalls_wrt_variants_found_wrt_alleles,nbs_variants_where_all_allele_seqs_were_found,nbs_variants_found_wrt_alleles,nbs_variants_total,tool_long_name
520,1015,snippy,100x,5,Not_App,Not_App,3,0.00013578015197113213,1159746.508058608,1159904.0,0.8806595783465437,6111412,6939585,0.7298294361008051,0.7532045063966655,451255,465707.8527140711,618302,snippy_CP010116.1
521,1016,snippy,100x,5,Not_App,Not_App,4,0.0001043694522611105,1155837.3532967032,1155958.0,0.8805635071112603,6105830,6934003,0.727477247989235,0.7520314476846053,449797,464978.7880090485,618297,snippy_CP010116.1
522,1017,snippy,100x,5,Not_App,Not_App,5,7.744149572630478e-05,1150994.8583333334,1151084.0,0.8804357178826182,6098419,6926592,0.7246355246601087,0.7505678292079191,448032,464065.5808496474,618286,snippy_CP010116.1
523,1018,snippy,100x,5,Not_App,Not_App,6,5.133030868065269e-05,1144976.225,1145035.0,0.8802742938562461,6089080,6917253,0.7212403622359774,0.7488296187631598,445922,462979.6372223176,618271,snippy_CP010116.1
524,1019,snippy,100x,5,Not_App,Not_App,7,3.805235265108564e-05,1137205.725,1137249.0,0.8800646009744308,6076986,6905159,0.7171252684971919,0.7466806726968207,443367,461639.80597884563,618256,snippy_CP010116.1
525,1020,snippy,100x,5,Not_App,Not_App,8,2.7310984029749186e-05,1126805.225,1126836.0,0.8797594006183838,6059459,6887632,0.7115915303861148,0.7437461984243654,439913,459791.3373279269,618210,snippy_CP010116.1
526,1021,snippy,100x,5,Not_App,Not_App,9,1.916929935052991e-05,1110695.708333333,1110717.0,0.8792586865651884,6030896,6859069,0.7039561804805136,0.7392401547557571,435166,456977.5649456758,618172,snippy_CP010116.1
527,1022,snippy,100x,5,Not_App,Not_App,10,1.2614571359037539e-05,1073480.4583333335,1073494.0,0.8780751618552729,5964315,6792488,0.6899115817403755,0.7299279012484992,426424,451157.4868431786,618085,snippy_CP010116.1
528,1023,snippy,100x,5,Not_App,Not_App,0,0.00018766147973015013,1260555.397907648,1260792.0,0.8815760281550833,6123264,6945815,0.7259928352512109,0.7474381004362971,448885,462144.7146902646,618305,snippy_NZ_CP013483.1
529,1024,snippy,100x,5,Not_App,Not_App,1,0.00018342718676556122,1260264.7907647907,1260496.0,0.8815703673884163,6122932,6945483,0.7258068429011572,0.7473588578626814,448770,462095.7186107853,618305,snippy_NZ_CP013483.1
530,1025,snippy,100x,5,Not_App,Not_App,2,0.00016239378372817637,1258726.557431457,1258931.0,0.8815386775639525,6121074,6943625,0.7251097759196513,0.7469570196613544,448339,461847.26004171366,618305,snippy_NZ_CP013483.1
531,1026,snippy,100x,5,Not_App,Not_App,3,0.0001333809199041136,1255828.474098124,1255996.0,0.8814752640884392,6117359,6939910,0.7237027033583749,0.7461930389148159,447469,461374.8869262253,618305,snippy_NZ_CP013483.1
532,1027,snippy,100x,5,Not_App,Not_App,4,0.00011439639655042022,1251831.7785714287,1251975.0,0.8813865079137332,6112166,6934717,0.7218850982206106,0.7452066902940685,446343,460762.7870222032,618302,snippy_NZ_CP013483.1
